fid,username,display_name,verified,pfp_url,follower_count,following_count,location_place_id,bio_text,farcaster_address,external_address,registered_at
6427,masa,abirdwhale Kakinoki Masato,False,https://i.imgur.com/AVgNTc1.jpg,77,16,,"Web3/NFT (research, community mod, advisor), sexual and relationship wellbeing, artist/researcher, writer, photographer, musician https://twitter.com/abirdwhale",,,
6390,shutanaka,shutanaka,False,https://i.imgur.com/MfDGr4z.jpg,66,15,,Building DeFi. Blockchain nerd. https://twitter.com/_shutanaka,,,
6379,eduardocruz,Eduardo Cruz,True,https://i.seadn.io/gcs/files/80dd137bc68cfe5d17b534409864f5e9.png?w=500&auto=format,65,5,,Created https://HOurNouns.wtf,,,
6378,sunspiral,Sun Spiral,False,https://explorer.farcaster.xyz/avatar.png,42,6,,,,,
6372,ege,Ege,False,https://i.imgur.com/ta3venQ.jpg,46,22,,odastudio.ai (YC W20). Images Everything.,,,
6360,bhvn,Bhaven,False,https://pbs.twimg.com/profile_images/1545506210853834752/Ae3flaWq_400x400.png,57,52,,solidity / rust developer | building decentralized private vault and bunch of other experiments,,,
6357,tandavas,tandavas,False,https://pbs.twimg.com/profile_images/1595018876907311104/SnJMt5k1_400x400.jpg,59,9,,Building HyperLoot.,,,
6346,iris,Iris,False,https://explorer.farcaster.xyz/avatar.png,46,2,,,,,
6334,easonchai,Eason Chai,False,https://explorer.farcaster.xyz/avatar.png,43,0,,Founder & CTO of ELVTD.io,,,
6328,dominik,Dominik,False,https://i.imgur.com/JHbaJDw.jpg,57,53,,Infra/Dev Tools/Crypto at Speedinvest; Developer & Lawyer; ¯\_(ツ)_/¯; firstname (at) speedinvest (dot) com 🦇🔊,,,
6327,tv,travis,False,https://explorer.farcaster.xyz/avatar.png,45,1,,decentralized web tech for the people,,,
6324,slimetown,emil,True,https://i.seadn.io/gae/CupehA9voowSA0rGpX2a1OVxe2rjH5MbSXYDCpD0ufjkpEty1CbJ7TBTIqyc-tWS5WyvQPwdy40IiMsvsFAf3yYoiKMS-8DvnJQROuM?w=500&auto=format,58,56,,🤕,,,
6322,vadis,vadis,False,https://i.imgur.com/O0SmU8g.jpg,58,26,,,,,
6318,rtj,RTJ,False,https://explorer.farcaster.xyz/avatar.png,56,58,,Bankless Consulting,,,
6317,hiroh,Hiroh Nguyen,True,https://i.seadn.io/gae/w4q2XH65qgPSt9bVf8GTMi6ygX1wdp3N7LMGsCX8ZMeImrPrE99tpGHyKV3wO3M8Id7a5f58BdCDd3lRkkkRofGQG0u192hkR8AZzA?w=500&auto=format,91,35,,"Building Starknet Vietnam Community, Massion.ai and Blockbase.co --- Buildaholic 's",,,
6309,emergingbits,Andriy Kulak,False,https://explorer.farcaster.xyz/avatar.png,51,50,,"somatic, tech & life explorer",,,
6304,mickhale,mickhale,False,https://i.imgur.com/lY9AKax.jpg,56,52,,,,,
6290,princearora,Prince Arora,True,https://i.seadn.io/gae/5TwkLTSFbzwJPKcHuY7sOU8_9Q8AKuEw-A5O0jRc3dLwrby2b8IPApkB5sCenNYjtb-QJDdr2FCfP7vGcX7I6ryFqSL0M5LjjIXnAA?w=500&auto=format,59,13,,Building JediSwap on StarkNet,,,
6284,admen,admen,False,https://i.imgur.com/dHVUDGl.jpg,60,51,,Japanese KOL,,,
6263,08,wilson,True,https://i.seadn.io/gae/0hXqKVhH1qIM6w9iHXpVhfavWRzbmROyh3p9n1dH6r8W-eYSaqMUUeETkmu-ON7MC4VXF1BQGRSO0bKA_gaIHDAIDIfq4nweQAFlTg?w=500&auto=format,69,135,,designer and occasional investor,,,
6230,ericnordelo,Eric Nordelo,False,https://pbs.twimg.com/profile_images/1478322659561816064/Xusdiihn_400x400.jpg,58,56,,Ethereum and Starknet for @OpenZeppelin. Thoughts are my own.,,,
6224,darius,Darius Mortazavi,True,https://i.seadn.io/gae/2L_4VjUIzI_jcdwfe3rKYoIGcBCb5LnYlJyqadICFQp0h1esjL0tipkngsRr6r5jiD_HrHdm7P0b3uh7H-NNr6vpN8sBRWzTzwC9iA?w=500&auto=format,56,2,,Interested in a lot of things but especially materials and climate related problems.,,,
6199,tanay,Tanay,True,https://i.seadn.io/gae/el9-38D-zp0NKjGaIpk4P8rvHz1GJTkjdTJK2rXnv_edrs9BjzuzUXb8u8hfNsqxRhPL1cMTAo2303fwXSd7HaPe31_bRNd_yfn2Xw?w=500&auto=format,49,67,,learner,,,
6189,milan,Milan,False,https://i.imgur.com/JOBZ8zI.png,74,92,,Exploring.,,,
6184,noor,Noor Al-Hajri,False,https://i.imgur.com/739f2x7.jpg,61,53,,,,,
6173,ca,Chris,False,https://ipfs.io/ipfs/QmfHA3dmxLnAdu1VBJBj3ELxCHJ812fpa9TCdJYWM4wzuA?filename=ultanchris.png,45,58,,MIT grad from Switzerland reinventing the loyalty industry with web3 principles. Ex poker player. Be kind and make people smile :),,,
6145,mannymal,manymal,False,https://i.imgur.com/0ifZG2c.jpg,41,2,,A finance professional ,,,
6121,innerspace,Inner Space,False,https://i.imgur.com/eHlMNuA.jpg,67,70,,Space ambient composer. Onchain NFT artist. Berlin. https://linktr.ee/innerspac3,,,
6101,xolotl,Nate Angell,False,https://xolotl.org/wp-content/uploads/2018/05/NateAngell.png,78,12,,Working on #communications and #community at creativecommons.org. Wandering IQ. Raised by wolves. Friend to cheese. he/him. All posts #CCBY. More: xolotl.org,,,
6100,bubbles,Bubbles,True,https://i.seadn.io/gae/csjzmYxd_FwWgSaKj5-cSJr-15V4fofY0OeT1BMKelzuX73g5IuGOAX4lZKTyGXM9byABIoDKp7ti4RNTjWBpZ-EgCK17c3Q_M4kmA?w=500&auto=format,45,52,,Crypto Maxi,,,
6098,suprsketch,Aaron,False,https://i.imgur.com/YGQdJxw.jpg,55,66,,the first real-time smart canvas is now connected to a drawing pad,,,
6090,simmons,Dan Simmons,False,https://i.imgur.com/rbmS9JG.jpg,74,13,ChIJzxcfI6qAa4cR1jaKJ_j0jhE,"Builder, investor, technology enthusiast. Lead engineer @opolis | engineering fellow @0xMacroDAO | builder @buidlguidl. Consumed by #web3 ideas!",,,
6072,bull,Bull Market,False,https://i.imgur.com/qOTnWQv.jpg,59,53,,I hold until bull market ,,,
6068,duck,Duck,False,https://i.imgur.com/DpOPKaX.jpg,51,2,,quacking every second,,,
6061,proto,proto,False,https://i.imgur.com/crXC37v.jpg,147,34,,Ethereum protocol researcher,,,
6051,wz,wizzard,False,https://www.gravatar.com/avatar/23b7064431b837702fcfe637aa097d3d.jpg,72,32,,"Look around. Look at yourself. Take notes. Change yourself. Change everything else // Kyiv, Ukraine // Building https://blockless.dev/",,,
6043,myles-cooks,Myles,False,https://i.imgur.com/kv29o40.jpg,60,50,,,,,
6040,srimisra,sri ,False,https://i.imgur.com/ejFUGzn.jpg,70,85,,building â_fi to decentralize alpha for all | fellow Aspen Institute & Yale | https://sri.camp,,,
6038,anshulforyou,Anshul Yadav,False,https://i.imgur.com/PJ6xWwr.jpg,49,52,,Ideator,,,
6027,katekassab,kate,False,https://i.imgur.com/b95OWVN.jpg,52,7,,it me,,,
6015,gmo,ayan,False,https://i.imgur.com/MBnkCYJ.jpg,205,98,,genetically modified organism. synthetic biologist. genetic engineer. friend of bacteria.  ,,,
6012,maqq,Mack,False,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/IKB_191.jpg/440px-IKB_191.jpg,56,22,,"bubbles, lazers, etc...",,,
6003,onlylarping,onlylarping,False,https://i.imgur.com/p2ZdWKH.jpg,44,81,,🥋 cofounder of karate combat ,,,
6002,joelanderson,Joel Anderson,False,https://i.imgur.com/QbymagH.jpg,44,12,,"Neighborhood Builder, positive-sum game seeker. Write about building new cities here: Joelanderson.substack.com",,,
5984,mohitjain,Mohit Jain,False,https://i.ibb.co/k8Ndbzh/mohit-new-dp.jpg,44,56,,"Builder at heart, Generalist by skills | Learner of web3 and believer in a permissionless world powered by blockchain",,,
5954,0xgeist,geist,True,https://i.seadn.io/gcs/files/aff44e218a218eda6352cf52f592ee65.gif?w=500&auto=format,154,253,,bits + pixels 0xgeist.com,,,
5951,bravojohnson,Bravo Johnson,False,https://i.imgur.com/Z6PHjeq.jpg,144,83,,"Antiques dealer, machine psychologist ",,,
5918,artlav,A. L. V.,False,https://orbides.org/img/avatar_2.jpg,73,10,,"I make, procrastination permitting. Shitpost otherwise.
https://orbides.org",,,
5916,thieny,Thiény,False,https://pbs.twimg.com/profile_images/1477492736181821440/Na-Onv5a_400x400.jpg,42,61,,"Strolling in Paris. Good stories, commerce & technology.",,,
5913,0xrafi,Rafi,True,https://i.seadn.io/gcs/files/3ad775ac0572fe92b09d85322363d6ea.png?w=500&auto=format,67,51,,"co-founder @ denota.xyz.
into hip-hop, mindfulness, comedy, & web3.
ex flexport eng, ut austin alum. rafi.fyi",,,
5912,acon,Andrew Conner,False,https://pbs.twimg.com/profile_images/1524500869063929856/lofgYorj_400x400.jpg,80,28,ChIJI_yFvaYCPIcRWn6mo4KIK9w,"cofounder @ levelshealth.com.

interested in community, future cultural institutions, metamodernism. connerdelights.twitter",,,
5903,akiff,akiff,True,https://i.seadn.io/gae/XrjW-x31Amczt00f4yYHzpHxG1RNKWQ9Pa5QJQZGRK2w-IeWROa4nf_FIEf5RNwMp0AKhEIGK7DYcxBJPIwKITdvsxWcjisOo_QZFg?w=500&auto=format,49,14,,"Internal Medicine resident physician interested in tech, healthcare, programming, data, and creative pursuits.",,,
5880,lilly,Lilly Kofler,True,https://openseauserdata.com/files/0af5eff79e640a158e91152ad988f9ef.svg,85,103,,"Confused crypto boomer, alleged marketer, recovering behavioral scientist, unapologetic supporter of bad ideas at @ tessera.co",,,
5865,mesh,Mesh,False,https://i.imgur.com/RenreVr.jpg,63,86,,"Co-Founder of Fabric: Wikipedia+Github for Web3, focused on reputation & collaboration. Let’s jam!

Co-Host of Better Call Paul-Top25 Ent. News Pod. ",,,
5850,checkmate,Sid Ramesh,False,https://pbs.twimg.com/profile_images/1589693192336658432/shDvkGSG_400x400.jpg,54,12,,Previously VC @ Nascent and DeFi Growth @ dYdX and Dharma. OnDeck Fellow.,,,
5844,dzeeroggs,DzeeRoggs,True,https://openseauserdata.com/files/1925d966525e8de1ca2c0a55d7ff11e7.svg,95,197,,I create generative art and pixelart and both combined. https://linktr.ee/dzeeroggs,,,
5836,edbs,Emmett,False,https://i.imgur.com/9fuGuRa.jpg,283,13,,Twitch CEO,,,
5831,garretthughes,Garrett,False,https://www.garretthughes.com/static/images/pixelportrait.png,73,15,,Head of eng @rabbithole,,,
5826,leatherneck,Chris Perkins,False,https://i.imgur.com/rRKRwhV.jpg,42,56,,,,,
5825,mfers,Rakes,False,https://i.imgur.com/Sgr10s2.jpg,62,175,,Front-end Developer + Designer ,,,
5820,unhappiimochii,Catherine Chang,True,https://i.seadn.io/gae/q0pBwWg0VWNb6xbnVYc29VnByGDn1LrhvJvIPllyu-1BbM0M-_h92wUqA3cQUf10T6m6WbkLJK_61IEdWk8n2XjTR-O71U2MKfCvUw?w=500&auto=format,52,6,,co-founder of deform.cc and mintkudos.xyz,,,
5805,julianpaul,Julian Paul,False,https://julianpaul.me/assets/_julianpaulprofile.png,68,36,,building belong.haus (belong.haus/1) ‣ curating intoweb3.land,,,
5802,julialipton,Julia Lipton,False,https://pbs.twimg.com/profile_images/1526560293383458816/uF0cHd1i_400x400.jpg,211,86,,Building and investing at Awesome People Ventures,,,
5776,isaac,Isaac,True,https://openseauserdata.com/files/14741291c9fe6e5c32bb00d624cc2fac.svg,43,50,,"DAO builder, researcher",,,
5769,cattin,Cattin☆彡,True,https://i.seadn.io/gcs/files/92e031096d1ae6e697088e4f9e37d073.png?w=500&auto=format,52,71,,law student @kali__gg ~ @Lex_DAO | @Layer2es,,,
5742,gilbertgravis,Bryan,False,https://explorer.farcaster.xyz/avatar.png,42,3,,"Technical leader, ML engineer, AI hacker, linguist, conversationalist.

Currently iterating at South Park Commons, formerly of 
--Nextdoor
--Meta
--Indeed",,,
5738,djchrisallen,Chris Allen,True,https://i.seadn.io/gae/ZuGTd8VYLZXjJE0yU3ytm__AEj5QBn2BtjiuNhUvpekY2_keAFcz148x3SDJvjUD-9JmvY_aMIy9oISXamkmdUQvB2_Fg90ajnoe?w=500&auto=format,133,530,,"Designing the world of cryptocurrency. CEO/Founder kalapa.agency. Previously Apple, Google, once a player of records. kalapa.social/@djchrisallen",,,
5722,0xdh,EclipseSnow,True,https://i.seadn.io/gae/11aCfs8K5ujNF5bh1FhEp-PHQQqRHHvAOM2ilfsjsN12I9BTvLyuxG1RapJoFCHwUddds2I_8veux6fCwDQ6jyzpKs0s25FVa7ZEzA?w=500&auto=format,42,24,,Crypto Nerd,,,
5715,thealienboy,thealienboy,False,https://i.imgur.com/yOGdscA.jpg,53,54,,One alien in your wallet is a curiosity. Two are an invasion.,,,
5713,streetphoto,streetphotography.eth,True,https://i.seadn.io/gcs/files/216ce98ba6c4348d8dc161066fd28ebb.jpg?w=500&auto=format,94,269,,"I’m Cameron. Photographer + Dad. New York Jew. Documentary + street photography capturing candid ripples in space-time.


Website: streetphotography.eth.limo",,,
5702,fg,felix greaves,True,https://i.seadn.io/gae/F_YSdHxyK8vvfIFfHnGTHlqqd6u1Lgzs3Hd_4Pkmdm8h3FPzJ7VMD8qAzXVBifIKEZAR02vzTpG-tkLVwIJlWxRr-Idx8WoXWDT7OQ?w=500&auto=format,53,84,,"health, data, decentralization
https://scholar.google.co.uk/citations?user=E72pVq4AAAAJ&hl=en",,,
5697,willcove,Will,True,https://i.seadn.io/gae/QXF96scK8FC3Z4Enss2TOuHD8JJRFfpk2YLXeVfAH8qQLW2uplATciDfRZVoJtSbQTpBP35eTZHTrodeJnro71LYRz0305taadY8_Q?w=500&auto=format,46,51,,Community @ Mina Protocol; Resident @ Subtle Radio & Voices Radio,,,
5695,kuchin,Dima Kuchin,False,https://explorer.farcaster.xyz/avatar.png,44,50,,"ex-{Meta, Zoominfo, WeWork}
co-founded 4 startups, working on a 5th
http://kuchin.github.io/awesome-cto/",,,
5674,eileenonline,Eileen,True,https://i.seadn.io/gae/aolAsyhg8B_ccu3tNqbXI7T-4O25w_VioSGH2-gPZP6yb7NSr-EYB7UEk0PDd4eykyNU_OShLWU9lHkjvUD1-Om1PM66k2dieBt4v4E?w=500&auto=format,78,37,,"👽🌴 𝒶𝓇𝓉𝒾𝓈𝓉, 𝓌𝓇𝒾𝓉𝑒𝓇, 𝒸𝓊𝓇𝒶𝓉❀𝓇 currently: @fwb",,,
5669,christinelu,Christine Lu,True,https://i.seadn.io/gae/cXik9ALGQqDybt75Bw3bYj3udMSBKbUIlLnXSqCfaLpRChgFyzMHCgzwhDyRKvl9HUuKAbF3ewyCpos5z2Xn9ut5HEBPAgqTZiVFbw?w=500&auto=format,95,62,,@christinelu on the socials.,,,
5662,artpleb,Art Pleb,False,https://i.imgur.com/afN4jw7.jpg,66,60,,jpg maxi,,,
5647,sunny,Sunny,True,https://i.seadn.io/gae/OTyKs-OtSsDeelemJa011Scz9CX2M45MD3E6jtRpkt8ZA_gxN8FOqbcPxkvJeirE1wQ57MkTkHQnDXFurLou6Xh8s00wcE82199HGA?w=500&auto=format,53,8,,Crypto @ Point72 Ventures ,,,
5643,errorgardener,errorgardener,True,https://i.seadn.io/gae/lZ8fED5FQRUkGarrzbwMDzp3uttl0J9T78mIMyCnLUr7XkdfjiQkuRuMCO2H7CtgsYA3Joe9FLWVecGcJvn1DDxlq1fXKsL1hro?w=500&auto=format,118,14,,Digital florist & Skateboarder,,,
5624,sushen,soosh,True,https://i.seadn.io/gcs/files/6f895f1506b99bc0d1ab865d33ffd70c.png?w=500&auto=format,141,170,,Leading Finance at Zora | previously was Finance at SuperRare Labs | Photographer | https://linktr.ee/sushentalwar,,,
5610,mikachip,mikachip,False,https://i.imgur.com/s7NC2P8.jpg,45,56,,AI x blockchain since before it was cool ,,,
5592,goodmorning,GoodMorning,False,https://i.imgur.com/eu5IGx9.jpg,49,101,,Gov docs & civic tech,,,
5566,maria,Maria Tangarova,False,https://i.imgur.com/wA3hKEm.jpg,77,110,,,,,
5565,geoffhorwitz,geoffhorwitz.eth,True,https://i.seadn.io/gae/nI9DqmubI0O1ZXoRagQJgPRRiG4f4yJZAxyvZieC13cjFEtZX0l4pt7jtFwxLYF1nxgvMjC7Ssau-hKJiyHMS6jfCcIZ924s6hSyc4A?w=500&auto=format,56,108,,Co-Founder @ layer2 talent,,,
5558,abu,abu,False,https://i.imgur.com/E6hFRX6.jpg,45,52,,"training big models, making meaning | abuqader.com",,,
5554,willthompson,Will,False,https://i.imgur.com/fT3dcU5.jpg,52,12,,Growth and Content @ Phantom,,,
5529,zero,Zach Brown,False,https://i.imgur.com/kdGC3fX.jpg,51,20,,Don’t miss the forest for the merkle trees,,,
5511,bethanymarz,Bethany➡️ETH Denver,True,https://i.seadn.io/gae/4FXA4c34DxdPNfA-Go8zvg1VHEXEA2Wm-yfHth-aVrHwkwx7_NS_LfAY_gKsOMUjQMIr3eQ1NGT7yPACraL__zpBETesy5LdapJ2zA?w=500&auto=format,148,133,,I help people create communities and tell stories ,,,
5501,dusan,Dusan Kovacic,False,https://i.imgur.com/E5Ea5RL.jpg,48,10,,CIO at RockawayX,,,
5487,litongcao,litong,False,https://i.imgur.com/ZBoTdaY.jpg,50,60,,"20. Prev @Clique, @CoinDesk. Ucla. If I dont do web3, I will be a sociologist",,,
5476,siladu,Simon,True,https://i.seadn.io/gae/QJatVEr_TjHUezU64aUEQgYrpfbyVyYDBEA3geOLMPzAIC6TWy1NzEfIpGpdX4gkrQ_EoErT5KBNOXBScnFnJfVZ4ceee_KVR1DTDw?w=500&auto=format,49,51,,Ethereum Core Developer working on Besu | simondudley.com,,,
5475,gabriel-wong,Gabriel,False,https://uvppzubeygtvvom77ycba2r2lod7ouzwnpukyi3mbztmyzcz5oiq.arweave.net/pV780CTBp1q5n_4EEGo6W4f3UzZr6KwjbA5mzGRZ65E.png,73,76,,"Building Defi Protocols, previously at Google and Sequoia Capital",,,
5455,an1lam,Stephen Malina,False,https://i.imgur.com/Y7o5cB1.jpg,47,15,,stephenmalina.com,,,
5452,shervonne,Shervonne.eth,True,https://i.seadn.io/gae/4PhpyjFT44v4l-K9i-C6NIuuKkE9TLj_ES6cLmEiDJYSIgy68soYQ2LQOk0j6DQlVHAeSGgpjDAruFoL3SS0sCZJBO5s677XM19-jQ?w=500&auto=format,57,73,,Entrepreneurial Ecosystem Builder. Coworking Maven. Woman in Tech. www.shervonnecherry.com,,,
5446,justinrezvani,Justin,False,https://i.imgur.com/ggAH7Rn.jpg,40,1,,Building Zion on Bitcoin ,,,
5440,rsrosabio,Rod,True,https://i.seadn.io/gcs/files/0e57a4b63f83931a5bafc8900469e0eb.png?w=500&auto=format,45,59,,Founder: CHA_BR,,,
5436,danielt,danieltar.eth,False,https://i.imgur.com/3s1raj8.jpg,51,29,,Building midpointapi.com,,,
5435,prashanth,Prashanth,False,https://i.imgur.com/Ud8FA9m.jpg,83,114,,Building bringin.xyz,,,
5432,thbrdy,Thomas Brady,False,https://i.imgur.com/zv35uVy.jpg,100,306,,Absolute beginner; not an expert at anything. thbrdy.twitter,,,
5422,dz,darren,False,https://pbs.twimg.com/profile_images/1407822213911224322/v-8poUpM_400x400.jpg,41,26,,,,,
5409,jarmatys,Jarosław,True,https://i.seadn.io/gae/1dPjJv1jedvtLB73LOts-nUCIOQATAp2b30-XIlG75w-c7FbRlxUWONquaxssYdNuJLeFDdCh7aue5So1rWdszTyDQhUa7827VvjY7w?w=500&auto=format,42,50,,,,,
5405,eye,eye,False,https://explorer.farcaster.xyz/avatar.png,36,0,,builder / writer / creative,,,
5384,money,Enrique,False,https://i.imgur.com/Bv5pDvs.jpg,71,172,,Metaverse,,,
5381,caryn,caryn,False,https://explorer.farcaster.xyz/avatar.png,70,50,,"connecting humans, listening deeply & holding spaces | building the best community on the internet and writing with foster.co",,,
5355,qtunnel,qtunnel,True,https://i.seadn.io/gae/K87gvYu8_DlKfvNoUyxaPp7mbx84mnhYyJmAxWAs0nI8fR9gT6qQII7PW3nv85QXnY96ipUTFOfI74Wo1iR-Xpi3SJ1WjGFG-LH2?w=500&auto=format,64,105,,Ψ surfing cascading probability waves | gam3r | Hexa | Monke | BoomerDAO | snounsdao | y00ts | bruh_bears | HER | GCP | ⛓ multi-chain |🔺autonomous tweets,,,
5328,chicbangs,Chíc Bangs,False,https://i.imgur.com/hzscyAV.jpg,68,21,,"music maker & vibe creator, here to make you move
https://chicbangs.com",,,
5312,ortel,ortel.eth ,True,https://i.seadn.io/gcs/files/e5a28a8b78ee1c717d7f393ab354ecb1.gif?w=500&auto=format,46,52,,"Data Analyst-JPMorgan | Web3 JrDev-iDeFi | Consultant-SU Blockchain Club | Midjourney/StableDiffusion Artist @warhol.ai | 
 https://christianortel.xyz",,,
5310,suyash,suyash,True,https://i.seadn.io/gae/7tnyxHZhHTHMnMGsM4nrpazQn4AcI4MxOr99d36oOzFTCFP9vNVNoi2rDrADWw2gisLmwfDkUfg2PeO9cd3JS8KdNvWlLpeCDenEG48?w=500&auto=format,42,69,,boop,,,
5309,ferran,Ferran,True,https://i.seadn.io/gae/sz1qIjz0uoJyaT9N6qgw2xTBkZ83DlSEHrhb6OdaehmOHhXy2kbLH2aIHAGxIyNSOMUw3ujxGJdxUP235aiQ3wnwC76Rt0uP1FvV?w=500&auto=format,184,302,ChIJjU0jUEkwGw0RV_waR6OqEFQ,"Building the most secure, universally verifiable and anonymous digital voting protocol @ Vocdoni.io  ",,,
5305,galen,Galen Crout,False,https://i.imgur.com/BiFWehG.jpg,46,71,,The immense phantom concourse ,,,
5293,joybot,joybot,False,,30,0,,,,,
5289,joshmiller,Joshua Miller,False,https://i.imgur.com/BKbn4HF.jpg,51,65,ChIJJ3SpfQsLlVQRkYXR9ua5Nhw,Developer,,,
5260,nishu,nishu,True,https://i.seadn.io/gae/SypPjsAZsAaiNvsh2V7w8M1PXz7o2t0EFNb4Jd04yx5y_rtr7MeA4fFPRlSK-3M9b5Vv7EoF8W7BVHEKZ_NhqQrsBhtTi9hieFk8CXg?w=500&auto=format,108,8,,"architect 
https://0xwall.app
https://addgmbot.com",,,
5248,gf,Gregory F.,False,https://i.imgur.com/GB4NTV2.jpg,77,101,,"Founder, Atelier: AI-powered DTC storefront builder.

Ex: 
Headed AI/ML at Christie's
CTO Channelkit
co-founder Couture de Nuit",,,
5232,yukun,yukun,True,https://i.seadn.io/gae/7Ev3gNqEqTVQzdtBEMhXu2DmIYhz3BnBoadNWlNqEFq91ZUIZhJnaUzFAYu66oMlmF0eaz08Pp3otv1kbOeypSpT3yBmyI0CUhedVQ?w=500&auto=format,42,50,,Startup data service.,,,
5230,chuck25,Chuck,False,https://i.ibb.co/nrCxG5R/Screen-Shot-2022-11-23-at-11-20-41-AM.png,93,204,,"Building things that make a difference and help people, I hope.",,,
5222,marshmalon,Vineeth,False,https://explorer.farcaster.xyz/avatar.png,37,50,,Indie hacker who likes to research mediums of creativity,,,
5212,tkdjoe,Joey,True,https://i.seadn.io/gcs/files/b8600e37d9e27138067fdef094835e9d.png?w=500&auto=format,81,66,,Product lead at Tessera ,,,
5211,charlottefang,Charlotte Fang,False,https://explorer.farcaster.xyz/avatar.png,43,0,,恋人 ♡ ♡ ♡ 叛乱 ♱ 1999 ♱ HeavenRebellion ♱ ♱ 金光 Dissidents ♡ Remilia One Thousand Forever #𝔅ℜ𝔊 ♱ ♱ CEO,,,
5205,spencer,Spencer,False,https://pbs.twimg.com/profile_images/1537170719364239362/OwWwXqpd_400x400.jpg,50,26,,"Software Engineer on Ceramic.
twitter.com/stbrody
https://mas.to/@stbrody",,,
5180,kanika,Kanika Mishra,False,https://explorer.farcaster.xyz/avatar.png,51,62,,"Web3 Entrepreneur DeFi 🚀|  Solidity dev, IIT Bombay |
| Twitter: https://twitter.com/mishrakanika3
Telegram: @kanikamishra3",,,
5179,jtgi,jtgi,True,https://i.seadn.io/gae/qRNPT4hmrRV4twTTmYKRKl7s8B6du4ioWIR2eimcnjJlE8LCANS1MLm8IIuYb_JEFNQU8z07XsEHzGRMGSZx3_DKqi7B1bZKDpMuPQ?w=500&auto=format,100,61,,"gm.

building @manifoldxyz – software eng, @twilio
 alum",,,
5169,cdata,Chris Joel,False,https://i.imgur.com/G1Y6DUp.jpg,57,11,,"99% immutable data, 1% clever pointers, building https://subconscious.network, he/him",,,
5164,gracelily,Grace,True,https://i.seadn.io/gae/9l18CW0eagvI6cq2BWJ5ei83QoySiYLlmL8Vj_DHvnKuVcH-UVcxSe-NXY3ljsLou9wQpJM1ndB3NNCZB7LHhfCSrZ2XFfP2eTCk?w=500&auto=format,60,50,,,,,
5159,coffeebot,CoffeeBot ☕️,False,https://i.imgur.com/97fG0c5.jpg,370,64,,Here to help you make new friends. Each week I randomly pair casters together for a coffee chat. Follow me and look out on Sundays to opt in.,,,
5157,gord,Gordon,False,https://i.imgur.com/Au6NXo6.jpg,112,78,,Everything around me was someone’s lifework,,,
5156,bjtitus,Brandon Titus,False,https://i.imgur.com/TOebJti.jpg,51,59,,💻 iOS and Mac developer at Automattic | 🏔️ Backpacker and XC skier | titus.io,,,
5147,geeknees,geeknees,True,https://i.seadn.io/gae/51pwpkWbVf2l6Ddem4xrHMLHWMbaP763SqruPBWw6Bpl87LG6Y7Ai-vO1oztXzsRznzJn1ydxksyquspADF7iaA9_pncET_Tq-umH1M?w=500&auto=format,52,42,,rubyist,,,
5144,paymahn,Paymahn,False,https://i.imgur.com/I2VKSY4.jpg,55,76,,,,,
5140,yihan,Yihan Zhou,True,https://i.seadn.io/gae/7wQYe6gO5vt5fzEigCPlHJdCUZooPHJxN0GKqlk1hhXX3ef1S3DO6EsaaCpES77iju5y4wIj9KRSrGleQjcbKHUWpJ4Gt9xiT6rS?w=500&auto=format,62,64,,AI Educator; Self claimed Feminist; ADHD; TiNeFiNi(INTP); Lineless actor; Escapeism;  lived in Qatar for 3yr;  Building bit.ly/yes3app,,,
5135,anirudhnair,Anirudh Nair,True,https://i.seadn.io/gcs/files/b3e7a1da976abce43ed4e7218ec86c2b.gif?w=500&auto=format,46,5,ChIJzxcfI6qAa4cR1jaKJ_j0jhE,,,,
5127,lex,Lex Sokolin,True,https://i.seadn.io/gae/-1LlaHKEkl0699ZGfQCzQX7P3P-dr62P34BPIuENLBVA3eqo1d5aGLNS-6Bz3np1DmiMVnjkz_ojtmwxYUyPqBP94Q-UcKPUN8DjJA?w=500&auto=format,103,81,,"Head Economist @Consensys, repeat fintech founder, artist in love with systems.",,,
5121,serin,serin,True,https://i.seadn.io/gae/qrYQ2LEDWWmvYhFFpXXlEkUs_p2tAauUXQkCxdk2rvdqqkci9SJ2WzEd6qWUwGGAX74QqrPal4NxcehNQ6rRW1YwPCsQhes1lp9KKA?w=500&auto=format,60,59,,"air dancer, board rider, pastry eater",,,
5114,no12,0xNo12,False,https://pbs.twimg.com/profile_images/1549754557718269952/PVbCNiCR_400x400.jpg,61,56,,"Building web3 social experiments

https://walletroulette.xyz
https://iwasthere.lol

And Starknet stuff
https://pxls.wtf",,,
5113,benlakoff,Ben Lakoff,True,https://i.seadn.io/gae/QoR1cf0imv0sn4W8d6pn5rIjG85jcAea9hLWommmmyD6aQ9ARCMIxbdyLU5cRBiHDcoq1B8RZX_GVd0YAg4al-mc2R7KddJn6H0TbXU?w=500&auto=format,103,69,,Entrepreneur and Investor in Web3,,,
5112,ubipromoter,Philip,False,https://i.imgur.com/pKsciSq.jpg,48,50,,Decentralize all the things,,,
5090,jeffjag,jeffjag.eth,False,https://i.imgur.com/iZaLloL.jpg,75,97,,Artist 🦇🔊 - also jeffjpg.eth ,,,
5086,benmiller,Ben Miller,False,https://i.imgur.com/H5Aon17.jpg,45,50,,Head of Product,,,
